,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
169,Beginner Python Programming All-in-One Tutorial Series (6 HOURS!),Caleb Curry,588000,137635,3346,190,en,22558,python programming,Beginner Python Programming AllinOne Tutorial Series 6 HOURS
170,Python vs C!! Qual linguagem é mais rápida? #python #programming,Acker Code,78100,10665,867,31,Unknown,61,python programming,Python vs C Qual linguagem  mais rpida python programming
171,Python Tutorial For Beginners | Python Full Course From Scratch | Python Programming | Edureka,edureka!,3900000,1059759,17383,486,en,26014,python programming,Python Tutorial Beginners  Python Course Scratch  Python Programming  Edureka
172,Kafka Basics #javascript #python #web #coding #programming,ByteByteGo,608000,20675,1220,3,en,58,python programming,Kafka Basics javascript python web coding programming
173,Python programmer vs C programmer (speedrun),Virbox,24600,373799,12424,712,Unknown,103,python programming,Python programmer vs C programmer speedrun
174,python graphic tutorial #coding #programming #programmer #python #developer #javascript #code #coder,Genius Coder,168,2463,97,0,Unknown,10,python programming,python graphic tutorial coding programming programmer python developer javascript code coder
175,Object-oriented Programming (OOP) in Python (Easy to Understand Guide) #20,Programiz,140000,200325,3841,175,en,1107,python programming,Objectoriented Programming OOP Python Easy Understand Guide 20
176,Python Programming Tutorial #1 - Variables and Data Types,Tech With Tim,1400000,322848,5459,128,en,667,python programming,Python Programming Tutorial 1  Variables Data Types
177,👩‍💻 Python for Beginners Tutorial,Kevin Stratvert,2650000,2437884,55064,2072,en,3801,python programming, Python Beginners Tutorial
178,Python Array Tutorial | Array In Python | Python Tutorial | Python Programming | Simplilearn,Simplilearn,3540000,89089,734,22,en,1170,python programming,Python Array Tutorial  Array Python  Python Tutorial  Python Programming  Simplilearn
179,Harvard CS50’s Introduction to Programming with Python – Full University Course,freeCodeCamp.org,8820000,3017819,95342,1472,en,57468,python programming,Harvard CS50s Introduction Programming Python  University Course
181,Python vs C. Programming Rap Battles.,Samuel Miller,147000,89021,7834,873,en,134,python programming,Python vs C Programming Rap Battles
182,"Recursion, the Fibonacci Sequence and Memoization  ||  Python Tutorial  ||  Learn Python Programming",Socratica,864000,543632,15563,681,en,481,python programming,Recursion Fibonacci Sequence Memoization  Python Tutorial  Learn Python Programming
183,Python 101: Learn the 5 Must-Know Concepts,Tech With Tim,1400000,796944,22658,474,en,1200,python programming,Python 101 Learn 5 MustKnow Concepts
184,Unit Tests in Python || Python Tutorial || Learn Python Programming,Socratica,864000,560493,17707,571,en,529,python programming,Unit Tests Python  Python Tutorial  Learn Python Programming
185,Python Explained for Kids | What is Python Coding Language? | Why Python is So Popular?,CodeMonkey - Coding Games for Kids,8100,45148,494,0,en,97,python programming,Python Explained Kids  Python Coding Language  Python Popular
186,Coding Livestream - Creating an Online Chat App w/ Python!,Tech With Tim,1400000,547016,12401,330,en,16180,python programming,Coding Livestream  Creating Online Chat App w Python
187,20 Mostly Asked Python Question | Top 10 Python Coding & 10 Theory Questions Asked During Interview,NitMan Talks,37000,96456,2787,52,en,427,python programming,20 Asked Python Question  10 Python Coding  10 Theory Questions Asked Interview
188,History Of Python Programming Language | Introduction To Python | Python Programming | Simplilearn,Simplilearn,3540000,84883,1379,46,en,213,python programming,History Python Programming Language  Introduction Python  Python Programming  Simplilearn
189,How to be a Python Programmer in 4 steps 👩‍💻🐍 #technology #programming #software #career #python,Coding with Lewis,483000,649897,56666,382,Unknown,35,python programming,Python Programmer 4 steps  technology programming software career python
190,Python Tutorial | Python Tutorial For Beginners - Full Course | Python Programming | Simplilearn,Simplilearn,3540000,244952,5518,235,en,35840,python programming,Python Tutorial  Python Tutorial Beginners  Course  Python Programming  Simplilearn
191,Python Programming Lesson 1 – Write Your First Python Program | Python 3 For Beginners,xxRafael Productions - Rafael Vicuna,7370,181,2,1,Unknown,824,python programming,Python Programming Lesson 1  Write Python Program  Python 3 Beginners
192,Python vs The World: Why Python Should be Your 1st Programming Language,CBT Nuggets,309000,11158,215,17,en,249,python programming,Python vs World Python 1st Programming Language
193,Python Programming Tutorial #16 - Introduction to Modular Programming,Tech With Tim,1400000,52331,1335,32,en,471,python programming,Python Programming Tutorial 16  Introduction Modular Programming
194,Python Programming Tutorial #18 - Try and Except (Python Error Handling),Tech With Tim,1400000,51353,1593,32,en,288,python programming,Python Programming Tutorial 18  Try Python Error Handling
195,How to use Anaconda for Python Programming,ProgrammingKnowledge2,377000,295114,3147,78,Unknown,788,python programming,use Anaconda Python Programming
196,Introduction to Python Programming | Python for Beginners #lec1,Jenny's Lectures CS IT,1480000,790742,16206,580,en,674,python programming,Introduction Python Programming  Python Beginners lec1
197,How To Run Python Programs In Termux | Python in Termux | Advanced Coding,Advanced Coding,30700,38806,766,30,en,152,python programming,Run Python Programs Termux  Python Termux  Advanced Coding
198,Learn Python Programming - 1 - How to Download and Install Python in 2 Minutes,Clever Programmer,1300000,444771,5157,355,en,119,python programming,Learn Python Programming  1  Download Install Python 2 Minutes
199,How to Run Python Programs | Video Tutorial,Amulya's Academy,203000,299047,3604,182,en,350,python programming,Run Python Programs  Video Tutorial
200,Learn Data Science Tutorial - Full Course for Beginners,freeCodeCamp.org,8820000,3171550,69596,1048,en,21129,data science,Learn Data Science Tutorial  Course Beginners
201,Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,Simplilearn,3540000,3763959,54147,1107,en,278,data science,Data Science 5 Minutes  Data Science Beginners  Data Science  Simplilearn
202,Intro to Data Science: What is Data Science?,Steve Brunton,301000,64603,979,21,en,495,data science,Intro Data Science Data Science
203,Using Data Science to Improve Traffic Safety,Microsoft,1330000,19148,307,19,en,234,data science,Data Science Improve Traffic Safety
204,The NBA Data Scientist,Bloomberg Originals,3650000,512153,13286,568,en,486,data science,NBA Data Scientist
205,Intro to Data Science - Crash Course for Beginners,freeCodeCamp.org,8820000,409388,8515,147,en,5988,data science,Intro Data Science  Crash Course Beginners
206,What is Data Science?,IBM Technology,610000,218945,6152,120,en,471,data science,Data Science
207,"Reality behind data science, machine learning jobs",codebasics,908000,1407586,64451,459,en,53,data science,Reality data science machine learning jobs
208,R vs Python | Best Programming Language for Data Science and Analysis | Edureka Rewind,edureka!,3900000,602,29,0,en,540,data science,R vs Python  Best Programming Language Data Science Analysis  Edureka Rewind
209,Data Science vs Big Data vs Data Analytics | Simplilearn,Simplilearn,3540000,315186,3324,86,en,100,data science,Data Science vs Big Data vs Data Analytics  Simplilearn
210,Data Science Roadmap 2023 | Learn Data Science Skills in 6 Months,codebasics,908000,509440,23699,842,en,2909,data science,Data Science Roadmap 2023  Learn Data Science Skills 6 Months
211,Degrees vs. Experience in Data Science 📜 🆚 📊,Luke Barousse,398000,40996,2417,36,en,44,data science,Degrees vs Experience Data Science   
212,Is a Data Science Degree really necessary? 🤔,Luke Barousse,398000,27990,1215,8,en,33,data science,Data Science Degree necessary 
213,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",freeCodeCamp.org,8820000,3476706,79368,1363,en,44392,data science,Python Data Science  Course Beginners Learn Python Pandas NumPy Matplotlib
214,Statistics For Data Science | Data Science Tutorial | Simplilearn,Simplilearn,3540000,238787,3816,71,en,1217,data science,Statistics Data Science  Data Science Tutorial  Simplilearn
215,Data Analytics vs Data Science,IBM Technology,610000,38870,1143,29,en,390,data science,Data Analytics vs Data Science
216,Intro to Data Science: Overview,Steve Brunton,301000,152632,2401,53,en,372,data science,Intro Data Science Overview
217,Data Science Job Interview – Full Mock Interview,freeCodeCamp.org,8820000,379850,10239,278,en,5104,data science,Data Science Job Interview  Mock Interview
218,Data Scientist vs Data Analyst | Which Is Right For You?,Alex The Analyst,650000,754960,23613,851,en,467,data science,Data Scientist vs Data Analyst  Right You
219,Data Scientist vs Data Analyst - Which Is Right For You? (2023),CareerFoundry,230000,50124,1472,31,en,422,data science,Data Scientist vs Data Analyst  Right You 2023
220,Which role has the highest salary in Data Science?,Jay Feng,39200,19751,626,12,Unknown,45,data science,role highest salary Data Science
221,Data Science in Education,Microsoft Research,313000,7255,75,2,en,179,data science,Data Science Education
222,The most important skills of data scientists | Jose Miguel Cansado | TEDxIEMadrid,TEDx Talks,39800000,282423,4486,94,en,594,data science,important skills data scientists  Jose Miguel Cansado  TEDxIEMadrid
223,IBM Data Science Professional Certificate on Coursera,Coursera,243000,2531182,541,0,en,32,data science,IBM Data Science Professional Certificate Coursera
224,Data Science Interview Questions | Data Science Interview Questions Answers And Tips | Simplilearn,Simplilearn,3540000,263627,4591,92,en,2842,data science,Data Science Interview Questions  Data Science Interview Questions Answers Tips  Simplilearn
225,Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,edureka!,3900000,3443967,70810,694,en,37437,data science,Data Science Course  Learn Data Science 10 Hours  Data Science Beginners  Edureka
226,Data scientist shares the surprising science behind decisions | ABCNL,ABC News,15600000,3312,50,13,Unknown,269,data science,Data scientist shares surprising science decisions  ABCNL
227,What is Data Science? [Data Science 101],Cognitive Class,68300,187930,657,20,en,158,data science,Data Science Data Science 101
228,Freelance Jobs in Data Science ft.@ShashankData,Luke Barousse,398000,49656,2453,7,en,36,data science,Freelance Jobs Data Science ftShashankData
229,Data Science Tutorial | Data Science for Beginners | Data Science with Python Tutorial | Simplilearn,Simplilearn,3540000,113295,1254,74,en,2635,data science,Data Science Tutorial  Data Science Beginners  Data Science Python Tutorial  Simplilearn
230,🔥 Data Science Full Course for Beginners 2023 | Learn Data Science in 12 Hours | Simplilearn,Simplilearn,3540000,57686,1309,7,en,41672,data science, Data Science Course Beginners 2023  Learn Data Science 12 Hours  Simplilearn
231,Machine Learning Algorithms | Machine Learning Tutorial | Data Science Algorithms | Simplilearn,Simplilearn,3540000,382883,6289,1519,en,4265,data science,Machine Learning Algorithms  Machine Learning Tutorial  Data Science Algorithms  Simplilearn
232,Data Scientist Vs Machine Learning Engineer: Key Differences | Data Science | Machine Learning,SCALER,252000,70330,3091,20,en,52,data science,Data Scientist Vs Machine Learning Engineer Key Differences  Data Science  Machine Learning
233,"Data Analyst Vs Data Scientist Vs Data Engineer In 2022 | Role, Skills, And Salary | Simplilearn",Simplilearn,3540000,43891,1046,28,en,464,data science,Data Analyst Vs Data Scientist Vs Data Engineer 2022  Role Skills Salary  Simplilearn
234,How I Would NOT Learn Data Science in 2023.,Ken Jee,255000,126670,4159,255,en,532,data science,Learn Data Science 2023
235,A Day in The Life of a Data Scientist 👨🏻‍💻| upGrad,upGrad,208000,2289528,0,650,en,204,data science,Day Life Data Scientist  upGrad
236,Don’t Become a Data Scientist If,Sundas Khalid,185000,377608,10169,132,en,27,data science,Dont Data Scientist
237,What Does Data Scientist Actually do?,Jay Feng,39200,16765,408,6,Unknown,36,data science,Data Scientist Actually do
238,AI vs ML vs DL vs Data Science - Difference Explained | Simplilearn,Simplilearn,3540000,71413,1462,9,en,398,data science,AI vs ML vs DL vs Data Science  Difference Explained  Simplilearn
239,This roadmap will help you become a data scientist in 2022👩‍💻 #datascience #developer #programming,Coding with Lewis,483000,294481,25228,204,Unknown,55,data science,roadmap help data scientist 2022 datascience developer programming
240,Data Science Project Demo with Data Scientist Melissa Phillips,UVA School of Data Science,1550,31904,594,17,en,608,data science,Data Science Project Demo Data Scientist Melissa Phillips
241,Is Python a Must to Become a Data Scientist? | Python Programming | Data Science | SCALER,SCALER,252000,21248,870,7,en,41,data science,Python Data Scientist  Python Programming  Data Science  SCALER
242,Data Science 101 | Data Science Explained | Data Science For Beginners | Data Science | Simplilearn,Simplilearn,3540000,6097,139,12,en,2688,data science,Data Science 101  Data Science Explained  Data Science Beginners  Data Science  Simplilearn
243,Data Science or Cyber Security: Which Should I Choose? 🤔🤔 | Simplilearn,Simplilearn,3540000,14968,251,9,en,516,data science,Data Science Cyber Security Choose   Simplilearn
244,Data Science vs Machine Learning – What's The Difference | Data Science Tutorial | Simplilearn,Simplilearn,3540000,17108,374,15,en,490,data science,Data Science vs Machine Learning  Whats Difference  Data Science Tutorial  Simplilearn
245,4 Beginner-Friendly Data Science Books,Jovian,47600,17101,624,4,en,15,data science,4 BeginnerFriendly Data Science Books
